282.0741836,138.1184182,-38.5,25.60657136
303.7664736,151.5265059,0,25.26313344
116.3410809,241.4351988,-18,26.11374336
103.0825128,201.1026882,-23,27.03790516
102.8452737,282.9457596,0,26.06333208
92.70922947,160.5766884,26.5,27.45575101
148.976925,390.1732157,-32.5,29.86692395
139.3502385,467.153233,-10.5,25.65332713
127.9586191,423.266318,0,25.77792864
171.2880135,495.9249084,15.5,25.03571774
243.4711728,178.625579,-27,29.92216979
257.2559877,219.7977687,0,26.05983776
253.9228957,99.98756885,-20,26.39841271
238.8965625,59.22088321,0,26.30753569
237.4703076,434.7874895,-21.5,26.46414817
232.684999,475.9442059,0,25.11188634
250.8660631,293.0086703,-34,27.24258741
260.3425142,327.6599719,0,26.98860727
115.0610554,341.0350962,0,27.03908126
196.5017707,97.66132347,0,26.79339027
241.2357258,385.5552731,0,25.80621798
155.4881025,153.0052218,0,25.98484372
194.097186,377.1808477,51.76766948,24.18366128
134.4327075,218.7678365,44.12230161,26.69082829
195.2811607,467.8034203,-28.60593528,27.63230169
197.3330519,322.5158113,67.95044439,24.54247331
182.3391548,195.9029189,56.64655544,27.03904149
232.2499022,138.9887453,53.84221687,24.81933562
231.8965743,352.5882651,-30.50673777,24.92389029
210.3686332,283.7711295,49.2163254,25.40343794
194.3754865,152.2050346,81.802948,24.23046161
175.6766293,425.7287011,56.21497547,23.69444891
161.7880623,352.7715327,32.48475743,25.52752649
140.9933478,304.9034675,60.90617663,25.33685284
209.9143194,238.1443222,43.91446534,25.41859027
260.2246249,116.6773663,23.66754699,25.69059338
217.0053131,128.785355,-30.33447956,25.67165957
190.2809975,132.36246,34.19848012,26.52214708
160.0847212,138.6340848,-44.73983253,26.06558146
286.5019739,151.2184145,43.8375483,26.25244154
149.2021512,138.6414004,57.51330643,25.75504388
196.9877651,143.0186845,-74.2128787,25.89112218
244.1595529,147.3397407,-70.09148389,25.75519127
116.0055967,136.604698,-21.03003727,25.78729863
241.0917443,174.1717638,24.7950148,25.70580852
132.430977,176.2684013,-52.62155445,25.668265
178.324544,183.4849293,-58.13074963,25.71571662
215.9089773,213.0366148,-54.14019151,26.32037589
147.9959333,220.8742212,-51.57733175,26.28007398
226.2740812,247.1242475,-22.35942862,25.69780943
184.6201235,250.3379459,-44.32822707,25.95254934
165.7178171,255.6357537,43.5106241,25.81815439
241.5976711,270.6200359,15.62586046,25.75433383
140.7901056,270.4234864,-45.94622633,25.82883714
206.827803,291.5355093,-53.96762463,25.96070852
164.6752213,300.728653,-73.75644712,26.30345535
246.7988571,313.2723213,44.24459608,25.72659716
139.6836938,316.5147268,-34.23423342,26.03067455
197.4166711,334.8576425,-70.77593123,25.69255388
225.5147766,352.4943019,29.8951826,25.7096348
194.5206554,376.7682036,-50.17114434,25.76000349
216.9263326,410.9545968,31.12816962,25.72675194
201.8773631,422.6305005,-51.20951927,25.65512496
155.8595782,438.498889,-46.16614323,25.64103548
206.3336685,456.1768722,35.7440354,25.72634308
